360.534351145,3.4393394029,-0.0455445545
375.4198473282,3.3029686865,-0.100990099
384.3511450382,3.2262164846,-0.201980198
392.1374045802,3.1621569009,-0.3247524752
399.465648855,3.1041467609,-0.4514851485
407.4809160305,3.0430872986,-0.5702970297
415.9541984733,2.9810974491,-0.6475247525
420.9923664122,2.9454215775,-0.7663366337
425.1145038168,2.9168611959,-0.8693069307
429.6946564886,2.885770119,-0.996039604
437.4809160305,2.8344093526,-0.8930693069
443.4351145038,2.7963504906,-0.7762376238
449.8473282443,2.7564907517,-0.8336633663
454.427480916,2.7287082143,-0.8693069307
458.5496183206,2.7041784585,-0.8356435644
462.213740458,2.6827415359,-0.7663366337
463.1297709924,2.6774353058,-0.6693069307
466.3358778626,2.6590276641,-0.4891089109
469.7709923664,2.6395840104,-0.3148514851
473.4351145038,2.6191551113,-0.1643564356
477.786259542,2.595302764,-0.0613861386
486.4885496183,2.5488780794,-0.003960396
498.8549618321,2.4856924254,0
